,location,total_sqft,bath,price,bhk
5001,Whitefield,1370.0,2.0,56.0,2
5002,Whitefield,1050.0,2.0,43.0,2
5003,Whitefield,1496.0,2.0,71.81,3
5004,Whitefield,1216.0,2.0,72.0,2
5005,Whitefield,1158.0,2.0,55.0,2
5006,Whitefield,1396.0,3.0,74.0,3
5007,Whitefield,1315.0,2.0,55.0,2
5008,Whitefield,1063.0,2.0,42.52,2
5009,Whitefield,1346.0,2.0,76.01,2
5010,Whitefield,1276.0,2.0,69.5,2
5011,Whitefield,1615.0,3.0,96.9,3
5012,Whitefield,1220.0,2.0,55.0,2
5013,Whitefield,1116.0,2.0,48.76,2
5014,Whitefield,1400.0,2.0,56.0,3
5015,Whitefield,1140.0,2.0,55.0,2
5016,Whitefield,1295.0,2.0,64.5,2
5017,Whitefield,1200.0,2.0,70.0,2
5018,Whitefield,1015.0,2.0,56.0,2
5019,Whitefield,1216.0,2.0,75.0,2
5020,Whitefield,1010.0,2.0,45.0,3
5021,Whitefield,2321.0,4.0,157.0,3
5022,Whitefield,1224.0,2.0,75.0,2
5023,Whitefield,1655.0,3.0,113.0,3
5024,Whitefield,1740.0,3.0,85.0,3
5025,Whitefield,1175.0,2.0,50.0,2
5026,Whitefield,1200.0,3.0,67.75,3
5027,Whitefield,2444.0,4.0,145.0,4
5028,Whitefield,1660.0,3.0,110.0,3
5029,Whitefield,1315.0,2.0,69.5,2
5030,Whitefield,1173.0,2.0,78.2,2
5031,Whitefield,1362.0,2.0,85.0,2
5032,Whitefield,1500.0,3.0,61.9,3
5033,Whitefield,1495.0,2.0,78.0,2
5034,Whitefield,1270.0,2.0,52.0,2
5035,Whitefield,1564.0,3.0,103.0,3
5036,Whitefield,1500.0,3.0,71.0,3
5037,Whitefield,1404.0,2.0,59.0,3
5038,Whitefield,1639.0,3.0,107.0,3
5039,Whitefield,877.0,1.0,59.0,1
5040,Whitefield,3453.0,4.0,231.0,5
5041,Yelachenahalli,2400.0,1.0,150.0,2
5042,Yelachenahalli,1080.0,2.0,55.0,2
5043,Yelachenahalli,1400.0,2.0,78.0,2
5044,Yelachenahalli,1330.0,3.0,73.5,3
5045,Yelachenahalli,1100.0,2.0,60.0,2
5046,Yelachenahalli,1365.0,2.0,72.0,3
5047,Yelachenahalli,1103.0,2.0,55.0,2
5048,Yelachenahalli,1000.0,2.0,50.0,2
5049,Yelahanka,3525.0,4.0,186.0,4
5050,Yelahanka,1600.0,2.0,75.0,3
5051,Yelahanka,1035.0,2.0,45.0,2
5052,Yelahanka,1705.0,3.0,95.0,3
5053,Yelahanka,1170.0,2.0,62.5,2
5054,Yelahanka,1120.0,2.0,55.0,2
5055,Yelahanka,2195.0,4.0,127.0,3
5056,Yelahanka,1075.0,2.0,51.5,2
5057,Yelahanka,890.0,2.0,40.0,2
5058,Yelahanka,1815.0,3.0,82.0,3
5059,Yelahanka,654.0,1.0,38.4,1
5060,Yelahanka,1705.0,3.0,74.16,3
5061,Yelahanka,3042.0,4.0,131.0,4
5062,Yelahanka,1300.0,2.0,65.0,2
5063,Yelahanka,1825.0,3.0,105.0,3
5064,Yelahanka,1455.0,3.0,61.5,3
5065,Yelahanka,915.0,2.0,48.0,2
5066,Yelahanka,1517.0,3.0,76.3,3
5067,Yelahanka,600.0,2.0,27.0,2
5068,Yelahanka,1371.0,2.0,65.0,3
5069,Yelahanka,1712.0,3.0,82.0,3
5070,Yelahanka,1180.0,3.0,55.0,3
5071,Yelahanka,1400.0,2.0,80.54,3
5072,Yelahanka,1391.0,2.0,64.5,3
5073,Yelahanka,1200.0,2.0,70.0,2
5074,Yelahanka,1326.0,2.0,57.0,2
5075,Yelahanka,4000.0,5.0,220.0,5
5076,Yelahanka,2675.0,4.0,140.0,4
5077,Yelahanka,1500.0,2.0,63.0,3
5078,Yelahanka,654.0,1.0,37.0,1
5079,Yelahanka,1465.0,3.0,80.01,3
5080,Yelahanka,1721.0,3.0,80.86,3
5081,Yelahanka,1226.0,2.0,52.71,2
5082,Yelahanka,1692.0,3.0,83.0,3
5083,Yelahanka,1033.0,2.0,52.58,2
5084,Yelahanka,1390.0,2.0,65.31,2
5085,Yelahanka,1040.0,2.0,48.86,2
5086,Yelahanka,1345.0,2.0,57.0,3
5087,Yelahanka,2145.0,3.0,125.0,3
5088,Yelahanka,1200.0,2.0,54.0,2
5089,Yelahanka,1322.0,2.0,75.0,2
5090,Yelahanka,602.0,1.0,26.0,1
5091,Yelahanka,1100.0,2.0,60.0,2
5092,Yelahanka,1890.0,3.0,108.0,3
5093,Yelahanka,1556.0,3.0,86.0,3
5094,Yelahanka,1610.0,4.0,85.0,3
5095,Yelahanka,1260.0,2.0,59.2,2
5096,Yelahanka,1102.0,2.0,52.0,2
5097,Yelahanka,1519.0,2.0,65.0,2
5098,Yelahanka,1859.0,3.0,108.0,3
5099,Yelahanka,1050.0,2.0,45.0,2
5100,Yelahanka,1285.0,2.0,56.0,2
5101,Yelahanka,845.0,2.0,43.0,2
5102,Yelahanka,1180.0,2.0,56.0,2
5103,Yelahanka,1711.0,3.0,85.61,3
5104,Yelahanka,1315.0,2.0,75.0,2
5105,Yelahanka,3600.0,6.0,200.0,6
5106,Yelahanka,1390.0,2.0,70.21,2
5107,Yelahanka,1200.0,2.0,55.0,2
5108,Yelahanka,1620.0,3.0,90.0,3
5109,Yelahanka,654.0,1.0,36.25,1
5110,Yelahanka,1614.0,3.0,93.0,3
5111,Yelahanka,694.0,1.0,30.84,1
5112,Yelahanka,1115.0,2.0,60.0,2
5113,Yelahanka,1653.0,3.0,93.0,3
5114,Yelahanka,654.0,1.0,38.0,1
5115,Yelahanka,1633.0,2.0,72.0,2
5116,Yelahanka,1445.0,2.0,82.0,2
5117,Yelahanka,1225.0,2.0,62.0,2
5118,Yelahanka,697.0,1.0,35.0,1
5119,Yelahanka,682.0,1.0,36.23,1
5120,Yelahanka,1023.0,2.0,52.59,2
5121,Yelahanka,1342.0,2.0,75.0,3
5122,Yelahanka,1823.0,3.0,103.0,3
5123,Yelahanka,1792.0,3.0,104.0,3
5124,Yelahanka,1304.0,2.0,69.97,2
5125,Yelahanka,1250.0,2.0,54.0,2
5126,Yelahanka,1270.0,2.0,57.0,2
5127,Yelahanka,1300.0,2.0,69.23,2
5128,Yelahanka,1705.0,3.0,91.0,3
5129,Yelahanka,1890.0,4.0,85.0,3
5130,Yelahanka,1847.0,3.0,92.0,3
5131,Yelahanka,2500.0,3.0,120.0,5
5132,Yelahanka,1890.0,3.0,109.0,3
5133,Yelahanka,700.0,1.0,38.0,1
5134,Yelahanka,1491.0,3.0,85.0,3
5135,Yelahanka,2088.0,5.0,110.0,4
5136,Yelahanka,1517.0,3.0,71.28,3
5137,Yelahanka,1664.0,3.0,73.95,3
5138,Yelahanka,1140.0,2.0,50.66,2
5139,Yelahanka,1200.0,2.0,60.0,2
5140,Yelahanka,1705.0,3.0,85.0,3
5141,Yelahanka,1355.0,2.0,75.0,3
5142,Yelahanka,3175.0,4.0,156.0,4
5143,Yelahanka,1104.0,2.0,58.0,2
5144,Yelahanka,1325.0,2.0,58.0,3
5145,Yelahanka,1175.0,2.0,67.77,2
5146,Yelahanka,602.0,1.0,33.0,1
5147,Yelahanka,1315.0,2.0,77.0,2
5148,Yelahanka,1430.0,3.0,61.0,3
5149,Yelahanka,567.0,1.0,25.0,1
5150,Yelahanka,1045.0,2.0,45.0,2
5151,Yelahanka,602.0,2.0,30.0,1
5152,Yelahanka,1362.0,2.0,66.0,2
5153,Yelahanka,1180.0,2.0,55.0,2
5154,Yelahanka,1360.0,2.0,78.19,2
5155,Yelahanka,1025.0,2.0,44.0,2
5156,Yelahanka New Town,650.0,1.0,33.0,1
5157,Yelahanka New Town,500.0,1.0,20.0,1
5158,Yelahanka New Town,440.0,1.0,16.5,1
5159,Yelahanka New Town,1610.0,3.0,92.0,3
5160,Yelahanka New Town,1700.0,3.0,90.0,3
5161,Yelahanka New Town,350.0,1.0,13.5,1
5162,Yelahanka New Town,1541.0,3.0,80.0,3
5163,Yelahanka New Town,1385.0,2.0,65.0,2
5164,Yelahanka New Town,500.0,2.0,24.0,1
5165,Yelahanka New Town,450.0,1.0,16.0,1
5166,Yelahanka New Town,1599.0,3.0,80.0,3
5167,Yelahanka New Town,960.0,2.0,50.0,2
5168,Yelahanka New Town,2095.0,3.0,109.0,4
5169,Yelahanka New Town,1209.0,2.0,65.0,3
5170,Yelahanka New Town,1400.0,2.0,80.0,3
5171,Yelahanka New Town,500.0,1.0,18.0,1
5172,Yelahanka New Town,1420.0,2.0,75.0,3
5173,Yelahanka New Town,2437.0,3.0,125.0,3
5174,Yelahanka New Town,488.0,1.0,20.0,1
5175,Yelahanka New Town,1100.0,2.0,58.0,2
5176,Yelahanka New Town,860.0,1.0,31.0,2
5177,Yelahanka New Town,1000.0,2.0,44.0,2
5178,Yelahanka New Town,1426.0,2.0,61.5,3
5179,Yelahanka New Town,1290.0,2.0,70.0,2
5180,Yelahanka New Town,1000.0,2.0,48.0,3
5181,Yelenahalli,1240.0,2.0,47.12,2
5182,Yelenahalli,1200.0,2.0,46.17,2
5183,Yelenahalli,1600.0,3.0,61.37,3
5184,Yelenahalli,1260.0,2.0,47.88,2
5185,Yelenahalli,1500.0,2.0,57.0,3
5186,Yelenahalli,1200.0,2.0,45.6,2
5187,Yelenahalli,1200.0,2.0,46.17,2
5188,Yelenahalli,1160.0,2.0,44.08,2
5189,Yeshwanthpur,2502.0,3.0,138.0,3
5190,Yeshwanthpur,1693.0,3.0,108.0,3
5191,Yeshwanthpur,667.0,1.0,36.85,1
5192,Yeshwanthpur,1950.0,4.0,130.0,4
5193,Yeshwanthpur,665.0,1.0,36.85,1
5194,Yeshwanthpur,1161.0,2.0,64.08,2
5195,Yeshwanthpur,2557.0,3.0,141.0,3
5196,Yeshwanthpur,1850.0,3.0,100.0,3
5197,Yeshwanthpur,671.0,1.0,36.85,1
5198,Yeshwanthpur,668.0,1.0,36.85,1
5199,Yeshwanthpur,1185.0,2.0,75.84,2
5200,Yeshwanthpur,2559.0,3.0,141.0,3
5201,Yeshwanthpur,673.0,1.0,36.85,1
5202,Yeshwanthpur,3600.0,5.0,220.0,4
5203,Yeshwanthpur,1168.0,2.0,64.08,2
5204,Yeshwanthpur,1382.0,2.0,76.18,3
5205,Yeshwanthpur,669.0,1.0,36.85,1
5206,Yeshwanthpur,1385.0,2.0,76.18,3
5207,Yeshwanthpur,1200.0,2.0,63.0,2
5208,Yeshwanthpur,1679.0,3.0,92.13,3
5209,Yeshwanthpur,670.0,1.0,36.85,1
5210,Yeshwanthpur,1381.0,2.0,76.18,3
5211,Yeshwanthpur,1678.0,3.0,92.13,3
5212,Yeshwanthpur,1240.0,2.0,80.0,2
5213,Yeshwanthpur,1713.0,3.0,110.0,3
5214,Yeshwanthpur,1144.0,2.0,67.0,2
5215,Yeshwanthpur,2501.0,3.0,138.0,3
5216,Yeshwanthpur,666.0,1.0,36.8,1
5217,Yeshwanthpur,2504.0,3.0,138.0,3
5218,Yeshwanthpur,1163.0,2.0,64.08,2
5219,Yeshwanthpur,1165.0,2.0,64.08,2
5220,Yeshwanthpur,1384.0,2.0,76.18,3
5221,Yeshwanthpur,994.0,2.0,54.67,1
5222,Yeshwanthpur,650.0,1.0,40.0,1
5223,Yeshwanthpur,1500.0,3.0,100.0,3
5224,Yeshwanthpur,1167.0,2.0,64.08,2
5225,Yeshwanthpur,1164.0,2.0,64.08,2
5226,Yeshwanthpur,1520.0,3.0,85.0,3
5227,Yeshwanthpur,1677.0,3.0,92.13,3
5228,Yeshwanthpur,674.0,1.0,36.85,1
5229,Yeshwanthpur,1383.0,2.0,76.18,3
5230,Yeshwanthpur,672.0,1.0,36.85,1
5231,Yeshwanthpur,1162.0,2.0,64.08,2
5232,Yeshwanthpur,1166.0,2.0,64.08,2
5233,Yeshwanthpur,1692.0,3.0,108.0,3
5234,Yeshwanthpur,1169.0,2.0,64.08,2
5235,Yeshwanthpur,2500.0,3.0,138.0,3
5236,Yeshwanthpur,1160.0,2.0,64.08,2
5237,Yeshwanthpur,1676.0,3.0,92.13,3
5238,Yeshwanthpur,2503.0,3.0,138.0,3
5239,Yeshwanthpur,1675.0,3.0,92.13,3
5240,other,1100.0,2.0,48.0,2
5241,other,1250.0,3.0,56.0,3
5242,other,600.0,1.0,38.0,1
5243,other,869.0,2.0,36.0,2
5244,other,1270.0,2.0,50.0,2
5245,other,840.0,2.0,45.0,2
5246,other,4395.0,3.0,240.0,3
5247,other,845.0,2.0,55.0,2
5248,other,2511.0,3.0,205.0,3
5249,other,1660.0,2.0,105.0,3
5250,other,1450.0,2.0,70.0,3
5251,other,1200.0,2.0,65.0,2
5252,other,1200.0,3.0,90.0,3
5253,other,1007.0,2.0,43.0,2
5254,other,1200.0,2.0,50.0,2
5255,other,966.0,2.0,49.9,2
5256,other,782.0,2.0,55.68,2
5257,other,1800.0,3.0,120.0,3
5258,other,1413.0,2.0,75.0,3
5259,other,945.0,2.0,54.0,2
5260,other,1870.0,3.0,110.0,3
5261,other,1260.0,2.0,85.05,3
5262,other,2795.0,4.0,235.0,3
5263,other,1350.0,2.0,48.0,3
5264,other,1904.0,3.0,150.0,3
5265,other,1425.0,2.0,75.0,3
5266,other,1470.0,2.0,70.0,3
5267,other,1500.0,3.0,100.0,3
5268,other,1340.0,2.0,55.7,2
5269,other,1783.0,3.0,115.0,3
5270,other,912.0,2.0,70.0,3
5271,other,1207.0,2.0,43.5,2
5272,other,1798.0,3.0,89.0,3
5273,other,1580.0,3.0,100.0,3
5274,other,1415.0,3.0,78.0,3
5275,other,2000.0,4.0,75.5,4
5276,other,1500.0,2.0,115.0,2
5277,other,1148.0,2.0,60.0,2
5278,other,1110.0,2.0,55.0,2
5279,other,1500.0,2.0,65.0,3
5280,other,1080.0,2.0,39.0,2
5281,other,1060.0,2.0,60.0,2
5282,other,2600.0,8.0,180.0,8
5283,other,1644.0,3.0,84.0,3
5284,other,1285.0,2.0,72.5,2
5285,other,4050.0,3.0,280.0,3
5286,other,1060.0,2.0,55.0,2
5287,other,1280.0,2.0,69.0,2
5288,other,3045.0,3.0,170.0,3
5289,other,700.0,1.0,26.0,2
5290,other,4111.0,4.0,250.0,4
5291,other,1084.0,2.0,50.0,2
5292,other,950.0,2.0,47.0,2
5293,other,2000.0,4.0,120.0,4
5294,other,1560.0,3.0,115.0,3
5295,other,1113.0,2.0,51.0,2
5296,other,1200.0,2.0,55.0,2
5297,other,1645.0,3.0,95.0,3
5298,other,1200.0,2.0,79.0,2
5299,other,1230.0,2.0,48.0,2
5300,other,1800.0,3.0,150.0,3
5301,other,1592.0,3.0,75.0,3
5302,other,1762.0,3.0,125.0,3
5303,other,950.0,2.0,50.0,2
5304,other,1200.0,3.0,90.0,3
5305,other,1629.0,3.0,79.0,3
5306,other,1460.0,2.0,58.0,2
5307,other,1760.0,3.0,88.0,3
5308,other,1069.0,2.0,55.0,2
5309,other,1450.0,3.0,55.0,3
5310,other,1630.0,3.0,68.29,3
5311,other,5000.0,9.0,360.0,11
5312,other,850.0,2.0,30.0,2
5313,other,1200.0,2.0,62.0,2
5314,other,4800.0,4.0,235.0,4
5315,other,1200.0,2.0,74.0,2
5316,other,1464.0,3.0,56.0,3
5317,other,2000.0,4.0,99.0,4
5318,other,1753.0,3.0,120.0,3
5319,other,1000.0,2.0,53.0,2
5320,other,720.0,2.0,45.0,2
5321,other,1300.0,3.0,58.0,3
5322,other,1115.0,2.0,40.0,2
5323,other,700.0,1.0,41.0,1
5324,other,1600.0,4.0,80.0,4
5325,other,1595.0,3.0,115.0,3
5326,other,1353.0,2.0,110.0,2
5327,other,1200.0,2.0,85.0,1
5328,other,1028.0,2.0,45.5,2
5329,other,1385.0,2.0,48.48,3
5330,other,1325.0,2.0,90.0,3
5331,other,1800.0,1.0,80.0,2
5332,other,1056.0,2.0,80.0,2
5333,other,1080.0,2.0,50.0,2
5334,other,1160.0,2.0,55.0,2
5335,other,1544.0,3.0,120.0,3
5336,other,1200.0,2.0,65.0,2
5337,other,540.0,1.0,36.0,1
5338,other,1180.0,2.0,42.0,2
5339,other,1600.0,2.0,115.0,2
5340,other,416.0,1.0,18.5,1
5341,other,1260.0,2.0,45.0,2
5342,other,1630.0,3.0,85.0,3
5343,other,834.0,1.0,60.0,1
5344,other,1125.0,4.0,70.0,3
5345,other,1375.0,3.0,70.0,3
5346,other,469.0,1.0,25.0,1
5347,other,3600.0,4.0,160.0,6
5348,other,1160.0,2.0,52.2,2
5349,other,1641.0,3.0,66.0,3
5350,other,2072.0,3.0,108.0,3
5351,other,1200.0,2.0,70.0,3
5352,other,1350.0,3.0,77.0,3
5353,other,5591.0,4.0,445.0,4
5354,other,1180.0,2.0,78.34,3
5355,other,1355.0,2.0,115.0,2
5356,other,600.0,1.0,50.0,1
5357,other,2300.0,3.0,120.0,3
5358,other,1240.0,2.0,60.0,2
5359,other,1750.0,3.0,120.0,3
5360,other,1230.0,2.0,43.48,2
5361,other,950.0,2.0,44.0,2
5362,other,1045.0,2.0,45.0,2
5363,other,1570.0,3.0,62.0,3
5364,other,1325.0,3.0,57.0,3
5365,other,1202.0,2.0,48.0,2
5366,other,1200.0,2.0,62.5,2
5367,other,425.0,1.0,20.03,1
5368,other,1100.0,2.0,48.0,2
5369,other,1750.0,3.0,85.0,3
5370,other,775.0,2.0,55.0,2
5371,other,1105.0,2.0,58.0,2
5372,other,1602.0,2.0,75.0,3
5373,other,1780.0,3.0,84.83,3
5374,other,1200.0,3.0,95.0,4
5375,other,1200.0,3.0,95.0,3
5376,other,2500.0,6.0,115.0,7
5377,other,1180.0,2.0,69.0,2
5378,other,1282.0,2.0,87.0,2
5379,other,1611.0,2.0,64.44,3
5380,other,1500.0,2.0,95.0,3
5381,other,530.0,1.0,20.0,1
5382,other,1350.0,2.0,80.0,2
5383,other,2400.0,6.0,125.0,8
5384,other,1225.0,2.0,53.0,2
5385,other,1141.0,2.0,62.0,2
5386,other,1175.0,2.0,48.27,2
5387,other,950.0,1.0,40.0,1
5388,other,1209.0,2.0,50.0,2
5389,other,4200.0,5.0,225.0,5
5390,other,1800.0,3.0,90.0,3
5391,other,1600.0,4.0,125.0,5
5392,other,1405.0,2.0,70.0,2
5393,other,1480.0,3.0,90.0,3
5394,other,1600.0,3.0,90.0,3
5395,other,1500.0,3.0,115.0,3
5396,other,1824.0,3.0,125.0,3
5397,other,750.0,1.0,56.25,1
5398,other,1060.0,2.0,42.0,2
5399,other,1500.0,3.0,62.0,3
5400,other,1339.0,2.0,55.0,2
5401,other,1600.0,3.0,75.0,3
5402,other,1225.0,2.0,55.11,2
5403,other,1000.0,2.0,50.0,2
5404,other,6000.0,5.0,400.0,4
5405,other,2400.0,3.0,170.0,3
5406,other,1480.0,2.0,65.0,2
5407,other,1500.0,2.0,98.0,3
5408,other,1500.0,3.0,100.0,3
5409,other,1133.0,2.0,55.0,2
5410,other,856.0,2.0,40.0,2
5411,other,14000.0,3.0,800.0,4
5412,other,1384.0,3.0,62.28,3
5413,other,1508.0,3.0,70.25,3
5414,other,2150.0,4.0,80.0,4
5415,other,1250.0,2.0,62.0,2
5416,other,1050.0,2.0,67.0,2
5417,other,1596.0,3.0,105.0,3
5418,other,1800.0,3.0,80.0,3
5419,other,925.0,2.0,48.0,2
5420,other,1395.0,2.0,63.59,2
5421,other,1200.0,3.0,85.0,3
5422,other,1132.0,2.0,67.0,2
5423,other,1262.0,2.0,63.0,2
5424,other,1515.0,3.0,88.0,3
5425,other,1655.0,3.0,86.06,3
5426,other,5000.0,7.0,299.0,7
5427,other,1380.0,2.0,80.0,2
5428,other,1450.0,3.0,65.0,3
5429,other,1200.0,2.0,54.0,2
5430,other,1178.0,2.0,47.0,2
5431,other,2200.0,3.0,187.0,3
5432,other,3600.0,4.0,300.0,4
5433,other,1595.0,3.0,76.0,3
5434,other,1093.0,2.0,65.0,2
5435,other,1367.0,2.0,62.0,2
5436,other,1535.0,3.0,95.0,3
5437,other,1015.0,2.0,45.0,2
5438,other,1100.0,2.0,62.7,2
5439,other,930.0,2.0,45.0,2
5440,other,1650.0,2.0,80.0,3
5441,other,1240.0,2.0,46.0,3
5442,other,1100.0,2.0,60.0,2
5443,other,1450.0,2.0,85.0,3
5444,other,2000.0,3.0,166.0,4
5445,other,700.0,2.0,27.0,2
5446,other,1050.0,2.0,45.0,2
5447,other,1756.0,3.0,100.0,3
5448,other,1532.0,3.0,92.0,3
5449,other,1650.0,3.0,110.0,3
5450,other,1200.0,2.0,66.0,2
5451,other,1180.0,2.0,48.0,2
5452,other,1525.0,2.0,122.0,3
5453,other,1435.0,3.0,70.0,3
5454,other,1560.0,2.0,66.0,3
5455,other,1070.0,2.0,42.0,2
5456,other,2400.0,3.0,200.0,4
5457,other,1300.0,2.0,60.0,2
5458,other,3040.0,1.0,180.0,2
5459,other,1310.0,2.0,50.0,3
5460,other,1200.0,4.0,72.0,4
5461,other,1135.0,2.0,68.0,2
5462,other,900.0,2.0,55.0,2
5463,other,1210.0,2.0,62.0,2
5464,other,1464.0,3.0,56.0,3
5465,other,1600.0,3.0,80.0,3
5466,other,1100.0,2.0,50.0,2
5467,other,1269.72,2.0,68.0,2
5468,other,1168.0,3.0,70.0,3
5469,other,2100.0,4.0,155.0,4
5470,other,1300.0,2.0,65.0,2
5471,other,1515.0,3.0,93.93,3
5472,other,2400.0,5.0,85.0,4
5473,other,1243.0,2.0,58.0,2
5474,other,1616.0,3.0,75.0,3
5475,other,2700.0,4.0,214.0,6
5476,other,595.0,1.0,42.0,1
5477,other,1410.0,2.0,67.0,2
5478,other,1254.0,2.0,53.0,2
5479,other,2800.0,7.0,125.0,7
5480,other,1170.0,2.0,86.0,2
5481,other,1000.0,2.0,50.0,2
5482,other,920.0,2.0,35.0,2
5483,other,2400.0,3.0,142.0,4
5484,other,1464.0,3.0,56.0,3
5485,other,2000.0,3.0,85.0,3
5486,other,1670.0,3.0,91.86,3
5487,other,1488.0,3.0,57.0,3
5488,other,1250.0,2.0,80.0,3
5489,other,800.0,2.0,50.0,2
5490,other,1260.0,2.0,58.0,2
5491,other,1250.0,2.0,65.0,2
5492,other,1225.0,2.0,48.0,2
5493,other,1350.0,2.0,80.0,2
5494,other,2000.0,3.0,100.0,3
5495,other,1614.0,3.0,110.0,3
5496,other,1188.0,2.0,73.0,2
5497,other,1480.0,3.0,90.0,3
5498,other,680.0,2.0,42.0,2
5499,other,2400.0,2.0,95.0,2
5500,other,1045.0,2.0,42.0,2
5501,other,955.0,2.0,53.55,2
5502,other,1115.0,2.0,56.87,2
5503,other,1690.0,3.0,75.0,3
5504,other,1068.0,2.0,40.05,2
5505,other,1925.0,3.0,120.0,3
5506,other,650.0,1.0,26.0,1
5507,other,900.0,2.0,45.0,2
5508,other,1550.0,2.0,70.0,3
5509,other,916.0,2.0,42.0,2
5510,other,1358.0,3.0,50.0,3
5511,other,1685.0,2.0,110.0,3
5512,other,850.0,2.0,33.0,2
5513,other,1550.0,3.0,110.0,3
5514,other,500.0,1.0,20.0,1
5515,other,1765.0,3.0,105.0,3
5516,other,1265.0,2.0,70.0,2
5517,other,1012.0,2.0,59.0,2
5518,other,2045.0,4.0,154.0,3
5519,other,581.91,2.0,25.0,1
5520,other,1158.0,2.0,85.0,3
5521,other,925.0,2.0,51.0,2
5522,other,1415.0,2.0,110.0,2
5523,other,1210.0,2.0,60.0,2
5524,other,1100.0,2.0,55.0,2
5525,other,1840.0,3.0,155.0,3
5526,other,824.0,2.0,60.0,2
5527,other,1340.0,2.0,100.0,3
5528,other,1620.0,2.0,110.0,3
5529,other,1533.0,3.0,115.0,3
5530,other,1560.0,3.0,85.0,3
5531,other,1375.0,2.0,48.06,3
5532,other,1375.0,2.0,85.0,3
5533,other,1095.0,2.0,40.0,2
5534,other,1440.0,2.0,60.33,3
5535,other,1200.0,2.0,49.5,2
5536,other,975.0,2.0,43.0,2
5537,other,2800.0,4.0,200.0,5
5538,other,900.0,2.0,42.0,2
5539,other,1500.0,3.0,88.0,3
5540,other,1010.0,2.0,46.0,2
5541,other,1140.0,2.0,76.0,2
5542,other,1198.0,2.0,84.0,2
5543,other,1370.0,2.0,75.0,2
5544,other,1316.0,2.0,55.5,2
5545,other,1050.0,2.0,43.0,2
5546,other,2400.0,7.0,110.0,6
5547,other,1000.0,1.0,55.0,2
5548,other,1200.0,2.0,50.0,2
5549,other,1313.0,2.0,58.27,2
5550,other,936.0,2.0,42.0,2
5551,other,1050.0,1.0,70.0,1
5552,other,1200.0,2.0,80.0,3
5553,other,1464.0,3.0,56.0,3
5554,other,1256.0,2.0,60.0,2
5555,other,1020.0,2.0,37.0,2
5556,other,830.0,2.0,34.0,2
5557,other,1520.0,2.0,62.0,2
5558,other,2300.0,3.0,80.0,3
5559,other,400.0,1.0,14.0,1
5560,other,946.0,2.0,38.0,2
5561,other,860.0,1.0,43.0,2
5562,other,1200.0,2.0,70.0,2
5563,other,1700.0,3.0,80.0,3
5564,other,1100.0,2.0,60.0,2
5565,other,1300.0,2.0,79.0,2
5566,other,1311.0,2.0,48.0,2
5567,other,1400.0,2.0,55.0,3
5568,other,1942.0,3.0,102.0,3
5569,other,1000.0,2.0,53.0,2
5570,other,950.0,2.0,45.0,2
5571,other,1022.0,2.0,52.0,2
5572,other,990.0,2.0,44.55,2
5573,other,1533.0,3.0,85.0,3
5574,other,1475.0,3.0,70.0,3
5575,other,1135.0,2.0,55.0,2
5576,other,1452.55,2.0,110.0,2
5577,other,2357.0,3.0,151.0,3
5578,other,1411.0,3.0,91.72,3
5579,other,1200.0,3.0,44.0,2
5580,other,1350.0,2.0,67.5,2
5581,other,1100.0,3.0,78.0,3
5582,other,1240.0,2.0,43.79,2
5583,other,1175.0,2.0,48.27,2
5584,other,4000.0,4.0,170.0,4
5585,other,1945.0,3.0,120.0,3
5586,other,1465.0,2.0,74.72,3
5587,other,1360.0,2.0,59.27,3
5588,other,1150.0,2.0,75.0,3
5589,other,1200.0,3.0,74.0,3
5590,other,1229.0,3.0,86.03,3
5591,other,1030.0,2.0,61.0,2
5592,other,600.0,1.0,32.0,1
5593,other,1520.0,3.0,80.0,3
5594,other,3000.0,4.0,240.0,4
5595,other,1050.0,2.0,38.0,2
5596,other,1315.0,2.0,90.0,2
5597,other,1210.0,2.0,72.0,2
5598,other,1215.0,3.0,42.2,3
5599,other,30000.0,4.0,2100.0,4
5600,other,1445.0,3.0,64.0,3
5601,other,1170.0,2.0,68.0,2
5602,other,1600.0,2.0,110.0,2
5603,other,955.0,1.0,34.01,2
5604,other,1370.0,2.0,75.0,3
5605,other,1187.0,2.0,45.0,2
5606,other,1100.0,2.0,38.45,2
5607,other,1700.0,3.0,97.0,3
5608,other,1900.0,3.0,160.0,3
5609,other,1360.0,3.0,55.0,3
5610,other,1100.0,2.0,75.0,2
5611,other,1929.0,3.0,115.0,3
5612,other,3161.0,4.0,214.0,4
5613,other,1020.0,2.0,40.0,2
5614,other,1100.0,2.0,70.0,2
5615,other,1455.0,2.0,56.0,3
5616,other,4200.0,4.0,255.0,4
5617,other,1200.0,2.0,55.0,2
5618,other,700.0,1.0,41.0,1
5619,other,1300.0,2.0,49.0,3
5620,other,1400.0,2.0,67.0,2
5621,other,1200.0,2.0,53.0,2
5622,other,1535.0,3.0,55.0,3
5623,other,3000.0,3.0,250.0,3
5624,other,1100.0,2.0,61.0,2
5625,other,1360.0,2.0,65.0,3
5626,other,1165.0,2.0,75.0,2
5627,other,1272.0,4.0,75.0,3
5628,other,965.0,2.0,45.0,2
5629,other,1000.0,2.0,65.0,3
5630,other,1121.0,2.0,43.72,2
5631,other,1306.0,2.0,58.0,3
5632,other,2401.0,3.0,185.0,3
5633,other,1225.0,2.0,47.0,2
